machine_model,created_at,question_id,hfc_id,discover_id,num_options,option_1,option_2,option_3,option_4,option_5
Auto ARIMA,2019-04-03 19:04:20.558225+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-03 22:23:44.170414+00:00,146,3474,498,5,0.0001,0.0052,0.0533,0.3306,0.6109
Auto ARIMA,2019-04-08 23:06:46.241373+00:00,137,3393,507,0
Auto ARIMA,2019-04-08 22:18:35.279958+00:00,146,3474,498,5,0.3662,0.0834,0.1069,0.2052,0.2384
Auto ARIMA,2019-04-09 21:59:49.456439+00:00,137,3393,507,0
Auto ARIMA,2019-04-09 21:59:45.917284+00:00,145,3465,499,0
Auto ARIMA,2019-04-10 00:20:53.328441+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-10 00:18:38.729197+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-10 00:20:58.330569+00:00,145,3465,499,2,0.0047,0.9953
Auto ARIMA,2019-04-10 21:08:59.521917+00:00,146,3474,498,5,0.4367,0.1443,0.1639,0.2026,0.0525
Auto ARIMA,2019-04-10 17:25:42.830991+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-11 22:53:54.654247+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-11 22:44:17.618539+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-11 23:03:20.920750+00:00,145,3465,499,2,0.0047,0.9953
Auto ARIMA,2019-04-11 22:44:33.834567+00:00,146,3474,498,5,0.3946,0.1064,0.1318,0.2211,0.1461
Auto ARIMA,2019-04-11 23:03:00.643602+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-11 22:54:58.126079+00:00,153,3528,523,5,0.372,0.17,0.2102,0.115,0.1327
Auto ARIMA,2019-04-11 23:01:24.087268+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-11 22:47:44.635972+00:00,158,3573,518,5,0.0101,0.4447,0.496,0.0491,0.0001
Auto ARIMA,2019-04-11 22:45:43.338202+00:00,159,3582,517,5,0.0001,0.0,0.0,0.0001,0.9998
Auto ARIMA,2019-04-11 22:49:50.735602+00:00,160,3591,516,3,0.1862,0.0436,0.7703
Auto ARIMA,2019-04-11 23:15:28.718768+00:00,161,3600,515,5,0.0043,0.0164,0.0528,0.2119,0.7145
Auto ARIMA,2019-04-12 21:57:52.179661+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-12 21:48:17.610750+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-12 22:00:06.417426+00:00,145,3465,499,2,0.0047,0.9953
Auto ARIMA,2019-04-12 21:48:30.628364+00:00,146,3474,498,5,0.3946,0.1064,0.1318,0.2211,0.1461
Auto ARIMA,2019-04-12 21:46:43.920494+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-12 21:37:56.222693+00:00,153,3528,523,5,0.7691,0.1947,0.0355,0.0007,9.68e-06
Auto ARIMA,2019-04-12 21:45:08.204306+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-12 21:51:35.333996+00:00,158,3573,518,5,0.0104,0.4841,0.4715,0.0339,0.0
Auto ARIMA,2019-04-12 21:53:52.589449+00:00,160,3591,516,3,0.4262,0.3015,0.2723
Auto ARIMA,2019-04-12 22:12:16.039302+00:00,161,3600,515,5,0.0045,0.0168,0.0534,0.2121,0.7133
Auto ARIMA,2019-04-13 22:48:52.244971+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-13 22:31:57.091391+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-13 22:51:05.488252+00:00,145,3465,499,2,0.0047,0.9953
Auto ARIMA,2019-04-13 22:32:16.606788+00:00,146,3474,498,5,0.3946,0.1064,0.1318,0.2211,0.1461
Auto ARIMA,2019-04-13 22:42:16.890412+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-13 22:34:25.176645+00:00,153,3528,523,5,0.4027,0.199,0.2221,0.1004,0.0758
Auto ARIMA,2019-04-13 22:40:37.620762+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-13 22:35:20.176722+00:00,158,3573,518,5,0.0104,0.4841,0.4715,0.0339,0.0
Auto ARIMA,2019-04-13 22:44:53.337799+00:00,160,3591,516,3,0.4262,0.3015,0.2723
Auto ARIMA,2019-04-13 23:03:14.646156+00:00,161,3600,515,5,0.005,0.0178,0.055,0.2128,0.7094
Auto ARIMA,2019-04-14 23:01:21.949953+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-14 22:44:25.205848+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-14 23:03:35.902316+00:00,145,3465,499,2,0.0047,0.9953
Auto ARIMA,2019-04-14 22:44:23.031924+00:00,146,3474,498,5,0.3946,0.1064,0.1318,0.2211,0.1461
Auto ARIMA,2019-04-14 22:54:43.958039+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-14 22:46:51.760628+00:00,153,3528,523,5,0.4027,0.199,0.2221,0.1004,0.0758
Auto ARIMA,2019-04-14 22:53:06.239952+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-14 22:47:42.999047+00:00,158,3573,518,5,0.0104,0.4841,0.4715,0.0339,0.0
Auto ARIMA,2019-04-14 22:57:22.253329+00:00,160,3591,516,3,0.4262,0.3015,0.2723
Auto ARIMA,2019-04-14 23:15:44.808496+00:00,161,3600,515,5,0.0055,0.019,0.0567,0.2134,0.7054
Auto ARIMA,2019-04-15 23:01:23.210492+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-15 22:44:27.616856+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-15 23:03:32.977038+00:00,145,3465,499,2,0.0047,0.9953
Auto ARIMA,2019-04-15 22:44:28.139660+00:00,146,3474,498,5,0.3946,0.1064,0.1318,0.2211,0.1461
Auto ARIMA,2019-04-15 22:54:46.338249+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-15 22:46:53.026949+00:00,153,3528,523,5,0.4027,0.199,0.2221,0.1004,0.0758
Auto ARIMA,2019-04-15 22:53:07.508584+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-15 22:47:45.594260+00:00,158,3573,518,5,0.0049,0.5312,0.4509,0.013,4.8451e-07
Auto ARIMA,2019-04-15 22:57:22.185461+00:00,160,3591,516,3,0.4262,0.3015,0.2723
Auto ARIMA,2019-04-15 23:15:41.235559+00:00,161,3600,515,5,0.1114,0.1115,0.1569,0.2678,0.3524
Auto ARIMA,2019-04-16 22:54:02.534709+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-16 22:44:19.513836+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-16 23:03:30.425614+00:00,145,3465,499,2,0.0039,0.9961
Auto ARIMA,2019-04-16 22:44:20.484960+00:00,146,3474,498,5,0.0672,0.1496,0.3262,0.434,0.0229
Auto ARIMA,2019-04-16 23:03:08.030502+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-16 22:55:22.290229+00:00,153,3528,523,5,0.4027,0.199,0.2221,0.1004,0.0758
Auto ARIMA,2019-04-16 23:01:32.896653+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-16 22:47:31.326901+00:00,158,3573,518,5,0.0191,0.7477,0.2317,0.0015,3.9436e-09
Auto ARIMA,2019-04-16 22:49:56.021631+00:00,160,3591,516,3,0.4272,0.3026,0.2702
Auto ARIMA,2019-04-16 23:15:38.471056+00:00,161,3600,515,5,0.144,0.1249,0.1637,0.2588,0.3085
Auto ARIMA,2019-04-17 23:14:52.745429+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-17 23:02:53.012555+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-17 23:25:43.317377+00:00,145,3465,499,2,0.0039,0.9961
Auto ARIMA,2019-04-17 23:40:25.723511+00:00,152,3519,524,2,0.2143,0.7857000000000001
Auto ARIMA,2019-04-17 23:28:39.060712+00:00,153,3528,523,5,0.4027,0.199,0.2221,0.1004,0.0758
Auto ARIMA,2019-04-17 23:30:29.116430+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-17 23:08:51.193436+00:00,158,3573,518,5,0.0199,0.8078,0.1719,0.0004,1.1072e-10
Auto ARIMA,2019-04-17 23:02:09.214045+00:00,159,3582,517,5,0.6955,0.2757,0.0283,0.0005,6.3003e-07
Auto ARIMA,2019-04-17 23:16:22.515049+00:00,160,3591,516,3,0.4274,0.3027,0.2699
Auto ARIMA,2019-04-17 23:40:13.542667+00:00,161,3600,515,5,0.2125,0.1453,0.1698,0.2365,0.2359
Auto ARIMA,2019-04-17 23:09:48.785869+00:00,169,3681,538,5,0.0232,0.0004,0.0004,0.0004,0.9755
Auto ARIMA,2019-04-17 23:01:55.512271+00:00,171,3699,536,2,0.7664,0.23360000000000003
Auto ARIMA,2019-04-17 23:50:17.783507+00:00,172,3708,535,5,0.0143,0.1394,0.3443,0.3796,0.1224
Auto ARIMA,2019-04-17 23:29:25.337222+00:00,173,3717,534,2,1.0,0.0
Auto ARIMA,2019-04-17 22:57:40.923248+00:00,174,3726,533,5,0.1119,0.2498,0.5143,0.1229,0.001
Auto ARIMA,2019-04-17 23:46:21.760251+00:00,175,3735,532,5,0.0748,0.3473,0.3871,0.1738,0.017
Auto ARIMA,2019-04-17 23:01:18.864321+00:00,176,3744,531,5,0.1709,0.0232,0.0271,0.0422,0.7366
Auto ARIMA,2019-04-17 23:16:59.072814+00:00,177,3753,530,2,0.0463,0.9537
Auto ARIMA,2019-04-18 23:06:02.239065+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-18 23:36:33.155479+00:00,145,3465,499,2,0.0039,0.9961
Auto ARIMA,2019-04-18 23:09:18.547069+00:00,153,3528,523,5,0.4165,0.2819,0.234,0.0545,0.013
Auto ARIMA,2019-04-18 23:12:06.315426+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
Auto ARIMA,2019-04-18 18:47:24.243314+00:00,160,3591,516,3,0.4274,0.3027,0.2699
Auto ARIMA,2019-04-18 23:40:30.516928+00:00,161,3600,515,5,0.2156,0.1441,0.1677,0.2339,0.2388
Auto ARIMA,2019-04-18 23:11:12.812840+00:00,173,3717,534,2,1.0,0.0
Auto ARIMA,2019-04-18 23:20:32.069379+00:00,174,3726,533,5,0.1194,0.2513,0.5051,0.1232,0.0011
Auto ARIMA,2019-04-18 23:23:48.459590+00:00,176,3744,531,5,0.164,0.0227,0.0265,0.0414,0.7455
Auto ARIMA,2019-04-19 23:02:54.405361+00:00,137,3393,507,2,0.3313,0.6687000000000001
Auto ARIMA,2019-04-19 23:22:48.617360+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-19 23:34:16.918685+00:00,145,3465,499,2,0.0039,0.9961
Auto ARIMA,2019-04-19 23:16:29.081351+00:00,152,3519,524,2,0.2465,0.7535000000000001
Auto ARIMA,2019-04-19 23:07:09.069294+00:00,153,3528,523,5,0.4165,0.2819,0.234,0.0545,0.013
Auto ARIMA,2019-04-19 23:08:42.884862+00:00,155,3546,521,5,0.0319,0.0785,0.1359,0.2321,0.5215
Auto ARIMA,2019-04-19 23:34:50.595524+00:00,157,3564,519,2,0.0116,0.9884
Auto ARIMA,2019-04-19 23:25:43.018788+00:00,158,3573,518,5,0.0079,0.8863,0.1058,0.0,2.2204e-15
Auto ARIMA,2019-04-19 23:20:54.962586+00:00,159,3582,517,5,0.2192,0.4855,0.2632,0.0317,0.0004
Auto ARIMA,2019-04-19 23:05:21.514451+00:00,160,3591,516,3,0.4274,0.3027,0.2699
Auto ARIMA,2019-04-19 23:37:16.083349+00:00,161,3600,515,5,0.2214,0.1614,0.1409,0.1588,0.3175
Auto ARIMA,2019-04-19 22:58:02.473920+00:00,169,3681,538,5,0.1679,0.1019,0.1069,0.1373,0.486
Auto ARIMA,2019-04-19 23:22:07.178196+00:00,171,3699,536,2,0.7664,0.23360000000000003
Auto ARIMA,2019-04-19 23:43:59.985865+00:00,172,3708,535,5,0.0024,0.0985,0.4258,0.4198,0.0535
Auto ARIMA,2019-04-19 23:07:45.424464+00:00,173,3717,534,2,0.977,0.02300000000000002
Auto ARIMA,2019-04-19 23:17:15.069041+00:00,174,3726,533,5,0.1901,0.1175,0.2533,0.2796,0.1596
Auto ARIMA,2019-04-19 23:40:40.916220+00:00,175,3735,532,5,0.0007,0.0441,0.3009,0.5217,0.1326
Auto ARIMA,2019-04-19 23:21:37.559097+00:00,176,3744,531,5,0.164,0.0227,0.0265,0.0414,0.7455
Auto ARIMA,2019-04-19 23:05:56.721589+00:00,177,3753,530,2,0.0414,0.9586
Auto ARIMA,2019-04-20 22:59:17.682116+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-20 23:19:05.450230+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-20 23:30:32.447029+00:00,145,3465,499,2,0.0039,0.9961
Auto ARIMA,2019-04-20 23:12:38.127868+00:00,152,3519,524,2,0.2465,0.7535000000000001
Auto ARIMA,2019-04-20 23:03:22.617585+00:00,153,3528,523,5,0.4165,0.2819,0.234,0.0545,0.013
Auto ARIMA,2019-04-20 23:04:54.356515+00:00,155,3546,521,5,0.0319,0.0785,0.1359,0.2321,0.5215
Auto ARIMA,2019-04-20 23:31:13.535599+00:00,157,3564,519,2,0.0116,0.9884
Auto ARIMA,2019-04-20 23:22:01.148359+00:00,158,3573,518,5,0.0079,0.8863,0.1058,0.0,2.2204e-15
Auto ARIMA,2019-04-20 23:17:10.758766+00:00,159,3582,517,5,0.2201,0.4874,0.2613,0.0308,0.0004
Auto ARIMA,2019-04-20 23:01:39.322734+00:00,160,3591,516,3,0.4274,0.3027,0.2699
Auto ARIMA,2019-04-20 23:33:35.934622+00:00,161,3600,515,5,0.2214,0.1614,0.1409,0.1588,0.3175
Auto ARIMA,2019-04-20 22:54:15.359351+00:00,169,3681,538,5,0.1679,0.1019,0.1069,0.1373,0.486
Auto ARIMA,2019-04-20 23:18:24.218184+00:00,171,3699,536,2,0.7664,0.23360000000000003
Auto ARIMA,2019-04-20 23:40:17.982043+00:00,172,3708,535,5,0.0024,0.0985,0.4258,0.4198,0.0535
Auto ARIMA,2019-04-20 23:03:57.334549+00:00,173,3717,534,2,0.977,0.02300000000000002
Auto ARIMA,2019-04-20 23:13:29.788460+00:00,174,3726,533,5,0.1901,0.1175,0.2533,0.2796,0.1596
Auto ARIMA,2019-04-20 23:36:58.876626+00:00,175,3735,532,5,0.0021,0.1509,0.5579,0.2806,0.0084
Auto ARIMA,2019-04-20 23:17:53.803061+00:00,176,3744,531,5,0.164,0.0227,0.0265,0.0414,0.7455
Auto ARIMA,2019-04-20 23:02:10.247638+00:00,177,3753,530,2,0.0414,0.9586
Auto ARIMA,2019-04-21 22:59:19.545414+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-21 23:19:13.624965+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-21 23:30:38.923897+00:00,145,3465,499,2,0.0039,0.9961
Auto ARIMA,2019-04-21 23:12:51.348170+00:00,152,3519,524,2,0.2465,0.7535000000000001
Auto ARIMA,2019-04-21 23:03:28.451371+00:00,153,3528,523,5,0.4165,0.2819,0.234,0.0545,0.013
Auto ARIMA,2019-04-21 23:05:00.428504+00:00,155,3546,521,5,0.0319,0.0785,0.1359,0.2321,0.5215
Auto ARIMA,2019-04-21 23:31:21.083326+00:00,157,3564,519,2,0.0116,0.9884
Auto ARIMA,2019-04-21 23:22:07.522446+00:00,158,3573,518,5,0.0079,0.8863,0.1058,0.0,2.2204e-15
Auto ARIMA,2019-04-21 23:17:23.412502+00:00,159,3582,517,5,0.2211,0.4889,0.2596,0.03,0.0004
Auto ARIMA,2019-04-21 23:01:39.941033+00:00,160,3591,516,3,0.4274,0.3027,0.2699
Auto ARIMA,2019-04-21 23:33:43.467384+00:00,161,3600,515,5,0.2214,0.1614,0.1409,0.1588,0.3175
Auto ARIMA,2019-04-21 22:54:20.658134+00:00,169,3681,538,5,0.1679,0.1019,0.1069,0.1373,0.486
Auto ARIMA,2019-04-21 23:18:31.776166+00:00,171,3699,536,2,0.7664,0.23360000000000003
Auto ARIMA,2019-04-21 23:40:27.105155+00:00,172,3708,535,5,0.0024,0.0985,0.4258,0.4198,0.0535
Auto ARIMA,2019-04-21 23:04:04.059232+00:00,173,3717,534,2,0.977,0.02300000000000002
Auto ARIMA,2019-04-21 23:13:37.202794+00:00,174,3726,533,5,0.1901,0.1175,0.2533,0.2796,0.1596
Auto ARIMA,2019-04-21 23:37:07.037782+00:00,175,3735,532,5,0.0004,0.0809,0.5418,0.3662,0.0107
Auto ARIMA,2019-04-21 23:18:01.546056+00:00,176,3744,531,5,0.1503,0.0215,0.0252,0.0396,0.7634
Auto ARIMA,2019-04-21 23:02:16.611303+00:00,177,3753,530,2,0.0414,0.9586
Auto ARIMA,2019-04-22 23:01:03.515958+00:00,137,3393,507,2,0.3935,0.6065
Auto ARIMA,2019-04-22 23:20:35.338041+00:00,143,3447,501,5,0.0,0.4003,0.5994,0.0002,3.3307e-16
Auto ARIMA,2019-04-22 23:36:02.049345+00:00,145,3465,499,2,0.0039,0.9961
