created_at,question_id,hfc_id,discover_id,num_options,option_1,option_2,option_3,option_4,option_5
2019-04-03 19:05:11.617910+00:00,143,3447,501,5,0.5372,0.2452,0.1464,0.0602,0.011
2019-04-03 19:02:30.727705+00:00,145,3465,499,2,0.0976,0.9024
2019-04-03 22:23:44.275797+00:00,146,3474,498,5,0.0002,0.0061,0.0383,0.2065,0.7488
2019-04-08 23:06:48.387436+00:00,137,3393,507,0
2019-04-08 22:18:35.515858+00:00,146,3474,498,5,0.5,0.0692,0.0832,0.1508,0.1968
2019-04-09 21:59:51.577345+00:00,137,3393,507,0
2019-04-09 21:59:48.163142+00:00,145,3465,499,0
2019-04-10 00:20:53.403485+00:00,137,3393,507,2,0.0,1.0
2019-04-10 00:19:33.170224+00:00,143,3447,501,5,0.5372,0.2452,0.1464,0.0602,0.011
2019-04-10 00:20:58.408233+00:00,145,3465,499,2,0.0237,0.9763
2019-04-10 21:08:59.741084+00:00,146,3474,498,5,0.4171,0.1021,0.1249,0.2091,0.1468
2019-04-10 17:25:42.913986+00:00,152,3519,524,2,0.6401,0.3599
2019-04-11 22:53:54.728133+00:00,137,3393,507,2,0.0,1.0
2019-04-11 22:44:55.431896+00:00,143,3447,501,5,0.5372,0.2452,0.1464,0.0602,0.011
2019-04-11 23:03:20.997628+00:00,145,3465,499,2,0.0237,0.9763
2019-04-11 22:44:34.081083+00:00,146,3474,498,5,0.5241,0.0858,0.0996,0.1613,0.1293
2019-04-11 23:03:00.720945+00:00,152,3519,524,2,0.6401,0.3599
2019-04-11 22:54:58.332798+00:00,153,3528,523,5,0.2643,0.2357,0.2996,0.1297,0.0707
2019-04-11 23:01:24.296789+00:00,155,3546,521,5,0.0001,0.0019,0.015,0.093,0.89
2019-04-11 22:47:44.872862+00:00,158,3573,518,5,0.0022,0.2256,0.5962,0.1747,0.0012
2019-04-11 22:45:43.563759+00:00,159,3582,517,5,0.0155,0.0024,0.0028,0.0035,0.9758
2019-04-11 22:49:50.889997+00:00,160,3591,516,3,0.2544,0.0342,0.7114
2019-04-11 23:15:28.934534+00:00,161,3600,515,5,0.0685,0.0736,0.1141,0.2314,0.5124
2019-04-12 21:57:52.254584+00:00,137,3393,507,2,0.0,1.0
2019-04-12 21:48:54.822344+00:00,143,3447,501,5,0.5372,0.2452,0.1464,0.0602,0.011
2019-04-12 22:00:06.497184+00:00,145,3465,499,2,0.0237,0.9763
