created_at,question_id,hfc_id,discover_id,num_options,option_1,option_2,option_3,option_4,option_5
2019-04-03 19:18:41.039436+00:00,142,3438,502,2,1.0,0.0
2019-04-03 19:05:11.631178+00:00,143,3447,501,5,0.033,0.3352,0.3549,0.1933,0.0836
2019-04-03 19:02:30.736793+00:00,145,3465,499,2,0.1544,0.8456
2019-04-03 22:23:44.288630+00:00,146,3474,498,5,5.9024e-10,6.0943e-06,0.0011,0.0878,0.911
2019-04-04 00:55:58.523425+00:00,146,3474,498,5,1.0,0.0,0.0,0.0,0.0
2019-04-08 23:06:48.515038+00:00,137,3393,507,0
2019-04-08 22:18:35.542350+00:00,146,3474,498,5,0.4658,0.0148,0.0296,0.102,0.3878
2019-04-09 21:59:44.537650+00:00,135,3375,509,0
2019-04-09 21:59:51.713349+00:00,137,3393,507,0
2019-04-09 21:57:33.720568+00:00,142,3438,502,0
2019-04-09 21:59:48.412283+00:00,145,3465,499,0
2019-04-10 00:20:55.250442+00:00,135,3375,509,2,1.0,0.0
2019-04-10 00:20:53.408390+00:00,137,3393,507,2,0.0,1.0
2019-04-10 00:18:40.004430+00:00,142,3438,502,2,1.0,0.0
2019-04-10 00:19:33.183250+00:00,143,3447,501,5,0.033,0.3352,0.3549,0.1933,0.0836
2019-04-10 00:20:58.417237+00:00,145,3465,499,2,0.0149,0.9851
2019-04-10 21:08:59.775817+00:00,146,3474,498,5,0.3979,0.0319,0.0649,0.2174,0.2879
2019-04-10 17:25:42.923282+00:00,152,3519,524,2,0.4275,0.5725
2019-04-11 23:09:14.634400+00:00,135,3375,509,2,1.0,0.0
2019-04-11 22:53:54.732687+00:00,137,3393,507,2,0.0,1.0
2019-04-11 22:46:54.255101+00:00,142,3438,502,2,1.0,0.0
2019-04-11 22:44:55.445618+00:00,143,3447,501,5,0.033,0.3352,0.3549,0.1933,0.0836
2019-04-11 23:03:21.006607+00:00,145,3465,499,2,0.0149,0.9851
2019-04-11 22:44:34.109481+00:00,146,3474,498,5,0.4761,0.0185,0.0371,0.1256,0.3428
2019-04-11 23:03:00.730122+00:00,152,3519,524,2,0.4275,0.5725
2019-04-11 22:54:58.345511+00:00,153,3528,523,5,0.0802,0.3854,0.4869,0.046,0.0014
2019-04-11 23:01:24.309686+00:00,155,3546,521,5,0.2906,0.1037,0.0956,0.1126,0.3976
2019-04-11 22:47:44.900614+00:00,158,3573,518,5,0.0002,0.3313,0.6486,0.0199,1.1603e-07
2019-04-11 22:45:43.576461+00:00,159,3582,517,5,0.0,0.0,0.0,0.0,0.9999
2019-04-11 22:50:28.810924+00:00,160,3591,516,3,2.2756e-23,2.4071e-20,1.0
2019-04-11 23:15:28.947271+00:00,161,3600,515,5,0.0005,0.0062,0.042,0.2836,0.6678
2019-04-12 22:06:03.957375+00:00,135,3375,509,2,1.0,0.0
2019-04-12 21:57:52.259222+00:00,137,3393,507,2,0.0,1.0
2019-04-12 21:50:56.144223+00:00,142,3438,502,2,1.0,0.0
2019-04-12 21:48:54.835112+00:00,143,3447,501,5,0.033,0.3352,0.3549,0.1933,0.0836
2019-04-12 22:00:06.506803+00:00,145,3465,499,2,0.0149,0.9851
2019-04-12 21:48:30.874007+00:00,146,3474,498,5,0.4761,0.0185,0.0371,0.1256,0.3428
2019-04-12 21:46:44.005321+00:00,152,3519,524,2,0.4275,0.5725
2019-04-12 21:38:10.960041+00:00,153,3528,523,5,1.0,0.0,0.0,0.0,0.0
2019-04-12 21:45:08.431638+00:00,155,3546,521,5,0.2906,0.1037,0.0956,0.1126,0.3976
