created_at,question_id,hfc_id,discover_id,num_options,option_1,option_2,option_3,option_4,option_5
2019-04-03 19:05:11.552192+00:00,143,3447,501,5,0.3777,0.5185,0.1015,0.0023,1.194e-06
2019-04-03 19:02:30.695562+00:00,145,3465,499,2,0.0173,0.9827
2019-04-03 22:23:44.210351+00:00,146,3474,498,5,0.0,0.0022,0.0268,0.225,0.746
2019-04-08 23:06:47.434495+00:00,137,3393,507,0
2019-04-08 22:18:35.427290+00:00,146,3474,498,5,0.3662,0.0834,0.1069,0.2052,0.2384
2019-04-09 21:59:43.875688+00:00,135,3375,509,0
2019-04-09 21:59:50.640917+00:00,137,3393,507,0
2019-04-09 21:59:47.243977+00:00,145,3465,499,0
2019-04-10 00:20:55.227140+00:00,135,3375,509,2,0.5302,0.4698
2019-04-10 00:20:53.370382+00:00,137,3393,507,2,0.3935,0.6065
2019-04-10 00:19:33.105854+00:00,143,3447,501,5,0.3777,0.5185,0.1015,0.0023,1.194e-06
2019-04-10 00:20:58.376379+00:00,145,3465,499,2,0.0047,0.9953
2019-04-10 21:08:59.649982+00:00,146,3474,498,5,0.4367,0.1443,0.1639,0.2026,0.0525
2019-04-10 17:25:42.880331+00:00,152,3519,524,2,0.2143,0.7857000000000001
2019-04-11 23:09:14.612164+00:00,135,3375,509,2,0.8898,0.11019999999999996
2019-04-11 22:53:54.695664+00:00,137,3393,507,2,0.3935,0.6065
2019-04-11 22:44:55.364092+00:00,143,3447,501,5,0.3777,0.5185,0.1015,0.0023,1.194e-06
2019-04-11 23:03:20.966304+00:00,145,3465,499,2,0.0047,0.9953
2019-04-11 22:44:33.980396+00:00,146,3474,498,5,0.3946,0.1064,0.1318,0.2211,0.1461
2019-04-11 23:03:00.689370+00:00,152,3519,524,2,0.2143,0.7857000000000001
2019-04-11 22:54:58.242813+00:00,153,3528,523,5,0.7086,0.2371,0.053,0.0013,0.0
2019-04-11 23:01:24.207266+00:00,155,3546,521,5,2.3902e-17,3.6245e-13,4.3305e-10,4.5933e-07,1.0
2019-04-11 22:47:44.775725+00:00,158,3573,518,5,0.0053,0.3975,0.5424,0.0547,0.0
2019-04-11 22:45:43.472046+00:00,159,3582,517,5,0.0001,0.0,0.0,0.0001,0.9998
2019-04-11 22:50:28.757906+00:00,160,3591,516,3,0.2114,0.0721,0.7165
