created_at,question_id,hfc_id,discover_id,num_options,option_1,option_2,option_3,option_4,option_5
2019-04-03 19:18:41.030180+00:00,142,3438,502,2,1.0,0.0
2019-04-03 19:05:11.539077+00:00,143,3447,501,5,0.0006,0.0526,0.4566,0.467,0.0232
2019-04-03 19:02:30.686392+00:00,145,3465,499,2,0.2037,0.7963
2019-04-08 23:06:47.298872+00:00,137,3393,507,0
2019-04-08 22:18:35.402145+00:00,146,3474,498,5,0.2973,0.0124,0.0255,0.0948,0.5699
2019-04-09 21:59:43.746934+00:00,135,3375,509,0
2019-04-09 21:59:50.510043+00:00,137,3393,507,0
2019-04-09 21:57:33.457346+00:00,142,3438,502,0
2019-04-09 21:59:46.969350+00:00,145,3465,499,0
2019-04-10 00:20:55.222695+00:00,135,3375,509,2,0.9938,0.006199999999999983
2019-04-10 00:20:53.365712+00:00,137,3393,507,2,0.2835,0.7165
2019-04-10 00:18:39.995290+00:00,142,3438,502,2,1.0,0.0
2019-04-10 00:19:33.092915+00:00,143,3447,501,5,0.0006,0.0526,0.4566,0.467,0.0232
2019-04-10 00:20:58.367128+00:00,145,3465,499,2,0.0308,0.9692
2019-04-10 21:08:59.623874+00:00,146,3474,498,5,0.4109,0.0319,0.0646,0.2141,0.2785
2019-04-10 17:25:42.868050+00:00,152,3519,524,2,0.848,0.15200000000000002
2019-04-11 23:09:14.607730+00:00,135,3375,509,2,0.9997,0.00029999999999996696
2019-04-11 22:53:54.691132+00:00,137,3393,507,2,0.2835,0.7165
2019-04-11 22:46:54.245836+00:00,142,3438,502,2,1.0,0.0
2019-04-11 22:44:55.350314+00:00,143,3447,501,5,0.0006,0.0526,0.4566,0.467,0.0232
2019-04-11 23:03:20.957248+00:00,145,3465,499,2,0.0308,0.9692
2019-04-11 22:44:33.950966+00:00,146,3474,498,5,0.3385,0.0165,0.0337,0.1232,0.4881
2019-04-11 23:03:00.680412+00:00,152,3519,524,2,0.848,0.15200000000000002
2019-04-11 22:54:58.230084+00:00,153,3528,523,5,0.1784,0.3564,0.3892,0.0687,0.0073
2019-04-11 23:01:24.194618+00:00,155,3546,521,5,0.6711,0.1341,0.0832,0.0609,0.0507
2019-04-11 22:47:44.747978+00:00,158,3573,518,5,0.0,0.2819,0.7035,0.0145,8.8655e-09
2019-04-11 22:45:43.459067+00:00,159,3582,517,5,0.002,0.0004,0.0004,0.0006,0.9966
2019-04-11 22:50:28.749332+00:00,160,3591,516,3,1.0402e-06,4.4197e-06,1.0
2019-04-11 23:15:28.833773+00:00,161,3600,515,5,0.0044,0.0189,0.0636,0.2522,0.661
2019-04-12 22:06:03.930303+00:00,135,3375,509,2,0.9997,0.00029999999999996696
2019-04-12 21:57:52.217321+00:00,137,3393,507,2,0.2835,0.7165
2019-04-12 21:50:56.134991+00:00,142,3438,502,2,1.0,0.0
2019-04-12 21:48:54.744846+00:00,143,3447,501,5,0.0006,0.0526,0.4566,0.467,0.0232
2019-04-12 22:00:06.455267+00:00,145,3465,499,2,0.0308,0.9692
2019-04-12 21:48:30.730340+00:00,146,3474,498,5,0.3385,0.0165,0.0337,0.1232,0.4881
2019-04-12 21:46:43.956564+00:00,152,3519,524,2,0.848,0.15200000000000002
2019-04-12 21:38:10.908768+00:00,153,3528,523,5,1.0,0.0,0.0,0.0,0.0
2019-04-12 21:45:08.315814+00:00,155,3546,521,5,0.6711,0.1341,0.0832,0.0609,0.0507
2019-04-12 21:51:35.435104+00:00,158,3573,518,5,0.0001,0.4478,0.549,0.003,1.1752e-10
2019-04-12 21:54:33.040396+00:00,160,3591,516,3,0.0033,0.023,0.9736
2019-04-12 22:12:16.152717+00:00,161,3600,515,5,0.0044,0.0187,0.063,0.2502,0.6638
2019-04-13 22:57:04.555161+00:00,135,3375,509,2,0.9997,0.00029999999999996696
2019-04-13 22:48:52.280838+00:00,137,3393,507,2,0.2835,0.7165
2019-04-13 22:41:55.800113+00:00,142,3438,502,2,1.0,0.0
2019-04-13 22:32:39.366568+00:00,143,3447,501,5,0.0006,0.0526,0.4566,0.467,0.0232
2019-04-13 22:51:05.524753+00:00,145,3465,499,2,0.0308,0.9692
