created_at,question_id,hfc_id,discover_id,num_options,option_1,option_2,option_3,option_4,option_5
2019-04-03 19:04:20.808238+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-03 19:02:30.732263+00:00,145,3465,499,2,0.0792,0.9208
2019-04-08 23:05:55.704477+00:00,137,3393,507,0
2019-04-08 22:18:35.528948+00:00,146,3474,498,5,0.4956,0.0167,0.0333,0.1126,0.3418
2019-04-09 21:58:55.168092+00:00,137,3393,507,0
2019-04-09 21:59:48.288357+00:00,145,3465,499,0
2019-04-10 00:20:01.037066+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-10 00:18:38.985218+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-10 00:20:58.412742+00:00,145,3465,499,2,0.0152,0.9848
2019-04-10 21:08:59.754023+00:00,146,3474,498,5,0.2523,0.0316,0.0683,0.2627,0.3852
2019-04-10 17:25:42.918808+00:00,152,3519,524,2,0.5878,0.4122
2019-04-11 22:53:15.363996+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-11 22:44:17.863444+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-11 23:03:21.002153+00:00,145,3465,499,2,0.0152,0.9848
2019-04-11 22:44:34.095200+00:00,146,3474,498,5,0.5003,0.0209,0.0416,0.1376,0.2996
2019-04-11 23:03:00.725668+00:00,152,3519,524,2,0.5878,0.4122
2019-04-11 22:54:14.162479+00:00,153,3528,523,5,0.9765,0.0229,0.0005,3.2965e-07,2.02e-10
2019-04-11 23:00:35.105481+00:00,155,3546,521,5,0.0005,0.0017,0.0046,0.0146,0.9785
2019-04-11 22:47:44.886919+00:00,158,3573,518,5,0.0012,0.3171,0.625,0.0567,0.0
2019-04-11 22:44:42.195259+00:00,159,3582,517,5,7.3482e-08,4.2403e-08,6.5612e-08,1.1669e-07,1.0
2019-04-11 22:49:50.898447+00:00,160,3591,516,3,0.128,0.0357,0.8363
2019-04-11 23:14:50.657742+00:00,161,3600,515,5,0.2925,0.0904,0.0973,0.1464,0.3734
2019-04-12 21:57:16.037743+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-12 21:48:17.870689+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-12 22:00:06.501842+00:00,145,3465,499,2,0.0152,0.9848
2019-04-12 21:48:30.860896+00:00,146,3474,498,5,0.5003,0.0209,0.0416,0.1376,0.2996
2019-04-12 21:46:44.000911+00:00,152,3519,524,2,0.5878,0.4122
2019-04-12 21:37:56.451981+00:00,153,3528,523,5,0.9763,0.0231,0.0005,2.7995e-07,1.4968e-10
2019-04-12 21:44:20.249041+00:00,155,3546,521,5,0.0005,0.0017,0.0046,0.0146,0.9785
2019-04-12 21:51:35.561564+00:00,158,3573,518,5,0.0012,0.3355,0.6167,0.0466,8.3897e-06
2019-04-12 21:53:52.753775+00:00,160,3591,516,3,0.4542,0.1521,0.3937
2019-04-12 22:11:39.067169+00:00,161,3600,515,5,0.2925,0.0904,0.0973,0.1464,0.3734
2019-04-13 22:48:16.438790+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-13 22:31:57.337050+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-13 22:51:05.569834+00:00,145,3465,499,2,0.0152,0.9848
2019-04-13 22:32:16.839964+00:00,146,3474,498,5,0.5003,0.0209,0.0416,0.1376,0.2996
2019-04-13 22:42:16.970559+00:00,152,3519,524,2,0.5878,0.4122
2019-04-13 22:33:29.990702+00:00,153,3528,523,5,0.9763,0.0231,0.0005,2.7995e-07,1.4968e-10
2019-04-13 22:39:49.296438+00:00,155,3546,521,5,0.0005,0.0017,0.0046,0.0146,0.9785
2019-04-13 22:35:20.408190+00:00,158,3573,518,5,0.0012,0.3355,0.6167,0.0466,8.3897e-06
2019-04-13 22:44:53.502003+00:00,160,3591,516,3,0.4542,0.1521,0.3937
2019-04-13 23:02:36.592668+00:00,161,3600,515,5,0.2925,0.0904,0.0973,0.1464,0.3734
2019-04-14 23:00:45.837431+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-14 22:44:25.443506+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-14 23:03:35.984291+00:00,145,3465,499,2,0.0152,0.9848
2019-04-14 22:44:23.285039+00:00,146,3474,498,5,0.5003,0.0209,0.0416,0.1376,0.2996
2019-04-14 22:54:44.043319+00:00,152,3519,524,2,0.5878,0.4122
2019-04-14 22:45:56.138927+00:00,153,3528,523,5,0.9763,0.0231,0.0005,2.7995e-07,1.4968e-10
2019-04-14 22:52:17.630415+00:00,155,3546,521,5,0.0005,0.0017,0.0046,0.0146,0.9785
2019-04-14 22:47:43.229675+00:00,158,3573,518,5,0.0012,0.3355,0.6167,0.0466,8.3897e-06
2019-04-14 22:57:22.415811+00:00,160,3591,516,3,0.4542,0.1521,0.3937
2019-04-14 23:15:07.670388+00:00,161,3600,515,5,0.2925,0.0904,0.0973,0.1464,0.3734
2019-04-15 23:00:46.251268+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-15 22:44:27.863878+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-15 23:03:33.065585+00:00,145,3465,499,2,0.0152,0.9848
2019-04-15 22:44:28.374406+00:00,146,3474,498,5,0.5003,0.0209,0.0416,0.1376,0.2996
2019-04-15 22:54:46.420772+00:00,152,3519,524,2,0.5878,0.4122
2019-04-15 22:45:58.020874+00:00,153,3528,523,5,0.9763,0.0231,0.0005,2.7995e-07,1.4968e-10
2019-04-15 22:52:17.850690+00:00,155,3546,521,5,0.0005,0.0017,0.0046,0.0146,0.9785
2019-04-15 22:47:45.819851+00:00,158,3573,518,5,0.0003,0.3431,0.6351,0.0216,2.1572e-07
2019-04-15 22:57:22.351950+00:00,160,3591,516,3,0.4542,0.1521,0.3937
2019-04-15 23:15:03.926075+00:00,161,3600,515,5,0.2925,0.0904,0.0973,0.1464,0.3734
2019-04-16 22:53:19.742602+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-16 22:44:19.790984+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-16 23:03:30.508747+00:00,145,3465,499,2,0.0134,0.9866
2019-04-16 22:44:20.747274+00:00,146,3474,498,5,0.3606,0.0531,0.1101,0.3251,0.1511
2019-04-16 23:03:08.114209+00:00,152,3519,524,2,0.5878,0.4122
2019-04-16 22:54:27.266010+00:00,153,3528,523,5,0.9763,0.0231,0.0005,2.7995e-07,1.4968e-10
2019-04-16 23:00:44.253481+00:00,155,3546,521,5,0.0005,0.0017,0.0046,0.0146,0.9785
2019-04-16 22:47:31.559327+00:00,158,3573,518,5,0.001,0.5063,0.4868,0.0059,8.5408e-09
2019-04-16 22:49:56.188602+00:00,160,3591,516,3,0.4531,0.1521,0.3948
2019-04-16 23:15:01.607435+00:00,161,3600,515,5,0.2987,0.0911,0.0976,0.146,0.3666
2019-04-17 23:14:17.014391+00:00,137,3393,507,2,0.5743,0.42569999999999997
2019-04-17 23:02:53.254640+00:00,143,3447,501,5,0.5019,0.4981,0.0001,5.7732e-15,0.0
2019-04-17 23:25:43.400476+00:00,145,3465,499,2,0.0134,0.9866
2019-04-17 23:40:25.805526+00:00,152,3519,524,2,0.5878,0.4122
2019-04-17 23:27:39.252732+00:00,153,3528,523,5,0.9763,0.0231,0.0005,2.7995e-07,1.4968e-10
2019-04-17 23:29:41.679014+00:00,155,3546,521,5,0.0005,0.0017,0.0046,0.0146,0.9785
2019-04-17 23:08:51.421427+00:00,158,3573,518,5,0.0013,0.5589,0.4362,0.0036,2.4429e-09
2019-04-17 23:01:04.855005+00:00,159,3582,517,5,0.7582,0.2408,0.001,2.4954e-08,2.2204e-16
2019-04-17 23:16:22.703575+00:00,160,3591,516,3,0.4529,0.1521,0.395
2019-04-17 23:39:33.675663+00:00,161,3600,515,5,0.3103,0.0922,0.098,0.1451,0.3543
