created_at,question_id,hfc_id,discover_id,num_options,option_1,option_2,option_3,option_4,option_5
2019-04-03 19:05:11.604592+00:00,143,3447,501,5,0.0202,0.1824,0.447,0.3178,0.0326
2019-04-03 19:02:30.723036+00:00,145,3465,499,2,0.7306,0.2694
2019-04-03 22:23:44.262816+00:00,146,3474,498,5,0.0013,0.0211,0.0863,0.2994,0.5919
2019-04-08 23:06:48.237276+00:00,137,3393,507,0
2019-04-08 22:18:35.502792+00:00,146,3474,498,5,0.588,0.0621,0.0721,0.1243,0.1535
2019-04-09 21:59:44.404283+00:00,135,3375,509,0
2019-04-09 21:59:51.420524+00:00,137,3393,507,0
2019-04-09 21:59:48.033423+00:00,145,3465,499,0
2019-04-10 00:20:55.245715+00:00,135,3375,509,2,0.8824,0.11760000000000004
2019-04-10 00:20:53.398740+00:00,137,3393,507,2,0.3372,0.6628000000000001
2019-04-10 00:19:33.157465+00:00,143,3447,501,5,0.0202,0.1824,0.447,0.3178,0.0326
2019-04-10 00:20:58.403332+00:00,145,3465,499,2,0.0203,0.9797
2019-04-10 21:08:59.728137+00:00,146,3474,498,5,0.6384,0.0918,0.0954,0.1221,0.0523
2019-04-10 17:25:42.908432+00:00,152,3519,524,2,0.9046,0.09540000000000004
2019-04-11 23:09:14.629945+00:00,135,3375,509,2,0.9707,0.029299999999999993
2019-04-11 22:53:54.723629+00:00,137,3393,507,2,0.3372,0.6628000000000001
2019-04-11 22:44:55.418198+00:00,143,3447,501,5,0.0202,0.1824,0.447,0.3178,0.0326
2019-04-11 23:03:20.993164+00:00,145,3465,499,2,0.0203,0.9797
2019-04-11 22:44:34.066761+00:00,146,3474,498,5,0.6098,0.0758,0.0844,0.1298,0.1002
2019-04-11 23:03:00.716481+00:00,152,3519,524,2,0.9046,0.09540000000000004
2019-04-11 22:54:58.320041+00:00,153,3528,523,5,0.2981,0.1152,0.1641,0.1162,0.3064
